Sentence	Emotion
잘한다. 특검 최고!!!!!!!!!!♡♡♡♡♡	행복
역시 원더걸스 레전드네	행복
신화 정말 멋있네요!!	행복
구글은 진짜 세계최고의 기업이다.	행복
훌륭하십니다. 행복하세요.	행복
트리진짜 너무 이쁨 ㅋㅋㅋㅋ	행복
똑똑똑..오랜만에 이쁜 느낌으로 기사다운 기사를 쓰는 기자아저씨 만났네..	행복
아직 우리나라는 살만 하구나.	행복
심지어 작가도 아름답구나	행복
브리짓 꿀잼임!!!	행복
장시간 운전하는 것도 힘든데~당신들 같은 분이 계셔서 우리 아이들에게 미래가 있습니다.멋지네요~	행복
역시 믿고 보는 정동하 무대였음	행복
그래도 상을 받아서가 아니라 우리의 오묘한 문맥과 정서를 이해한단 자체가 대단 합니다.	행복
멋있는분이시네... 존경합니다	행복
안구정화하고싶은분 꼭 보세요ㅎㅎ	행복
감동 그 자체...	행복
제인구달인줄 알았네요 감동적이예요	행복
조정석 너무 좋다!!!!!앞으로도 응원할게요~	행복
넘나 자상하고 요리도 잘하네요	행복
참 우리 국민들 착하고 또 착하다	행복
흑흑 수고들 하셨습니다 감사합니다ㅠㅠ	행복
사장님 존경합니다	행복
왜 잘생겨보이지? 대접받을 충분한 자격되십니당~ 항상응원해요~	행복
정채연 너무 예쁘다 ㅜㅜ	행복
속부터 끝까지 멋진 리더 ~ 부럽다 ^^	행복
우리도 하나의 한국!!	행복
모처럼 시원한 사이다 소식....^^박영수 특검님 .....화이팅!!!!!!	행복
금비가 더 잼있더구만 영온공주 너무 예쁨	행복
우와 대단한 선택하셨습니다. 존경합니다!	행복
서인국 연기 참 디테일하게 잘해 표정연기 최고다 남지현 복시리랑 오래오래 행복해라	행복
항상 응원하고 있습니다~~^^	행복
감동주는 깊은연기 대상감!!충분합니다 앞으로도 좋은연기 부탁요 축하합니다	행복
내년에도 하십니까? 감사합니다.	행복
머찌다!!!!상남자 아이가~!!!	행복
똥고집 하나는 인정!!!!!!	행복
트럼프 만세!!!!!잘한다 트럼프!!♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥	행복
환희가왕 클래스 ㄷㄷ	행복
"코좀 화보 미쳤다 와 .,"	행복
강한나 존예 ㅜㅜㅜㅜ	행복
갓세정.... 대단하다!!	행복
엑소랑 유재석 콜라보라니 기대만땅!!!!	행복
축하하고 역시내오빠들	행복
퇴진 100만 함성소리에 전율이 느껴졌다~~	행복
묵묵히 자기의 소명과 사명을 다하신민주화의 성지 경찰관님들 존경합니다	행복
근데 참 잘생겼다	행복
김혜수 is 뭔들!!^^♡	행복
김종민 진짜 착한 사람인듯	행복
가장 좋아하는선수중 한명 제라드선수 항상 응원할게요	행복
와 이쁘다!	행복
대박이다 그냥ㅠㅠㅠㅠ	행복
키퍼 세이브장면이 젤멋있네	행복
정말 카멜레온처럼 다양한 매력을 선보이고 있어서 박보검 참 좋다.	행복
구치소도완전장악!!!!실력있네!!!!!	행복
북한놈들때문에 보초서고 있는 군인들 한테 고맙다.	행복
강승윤 기대합니다^^♡~~~	행복
아씨 지맘대로 잘뻣고 잘생겼네 아휴 흥	행복
진심 종이 틀려도 당신은 존경한다...진심으로	행복
애기가 말두 넘 똘똘하게 잘하구 독보적인 캐릭터인거같아요ㅠㅠ넘귀욥당ㅠ	행복
정말 인생을 멋지게 사시는 분입니다.	행복
같이 사회보는 장근석한테도 막던지던데 그분위기에 안정적으로 대처하는 장근석이 진짜 프로였다.	행복
결론은얘기가재미있어야한다는거지~김은숙짱~ㅋ	행복
진정아빠다ㅠ 진정한 아빠	행복
와..표정들이 다 순수해..	행복
청문회하면서 오랫만에 사람다운사람보니 반갑네	행복
신화 무대 레전드였다!!!!!!!!	행복
이은미씨 애국가 울컥하네요	행복
차두리 고마워~~~~~	행복
부산시민 여러분 훌륭하십니다!!!_오!!	행복
몇년 몇십년후 노래를 들으면 아.. 하고 떠오를 그런 그륩	행복
챔스에서 30골도 대단하네..ㄷ..ㄷ..	행복
쓸데없는 말보다 행동으로 보여주는 대통령 멋지다	행복
팁형은 진짜메이저도씹어먹는구아	행복
500살 넘는것도 있답니다. 정말 대단한거 같아요.	행복
넘 감동적이라 두번 봤어요	행복
" 정치 욜라 잘해서 경기가 활성화 된다는 기사도 보고 싶고, 진짜 일꾼처럼 지역위해 힘쓰는 국회의원 칭찬하는 훈훈한 기사도 함 보고 싶다...ㅠㅠ"	행복
이세영 노래 진짜 잘한다	행복
당신은 영웅입니다 영원히 ~~	행복
 박보검 얼굴에 홀린듯 한시간이 지나갔음	행복
 그냥 커쇼는 어디서뛰든 잘던지는거다.	행복
 지가 한 말도 지키는 놈이다.	행복
아이유 잘하고있어요...!!	행복
오늘 ㄹㅇ MOM 진짜 감동먹음ㅠㅠㅠ	행복
 응원온 3만짱깨들은 아마 기분좋게 돌아갈듯	행복
메르켈 대단해요^^	행복
너무 잘 어울려요..^^~~ 축하합니다	행복
박끄네씨! 고맙습니다.	행복
우와 아베멋있다.	행복
우와 주원 대박..!	행복
따뜻한 휴먼메디컬~	행복
류준열 정말 연기 좋으시더라구요	행복
 참 감동적인 장면이다	행복
잘생기긴 했지 ㅡ 화면에 몰입하게 하는 얼굴 눈빛 ㅡ좋아	행복
 어도비에서 포토샵 만드는 프로그래머 같은 사람이 진짜 장인이지.	행복
 진정 최고 이십니다	행복
신지님이 스승이라해주며 따뜻함이 느껴지는 사람 김종민씨 축하드립니다.^^	행복
 내가 편하게 집에 있으면 배달해주시는 고마운 분들이신데..	행복
유승민 기캐 졸예ㅠㅠㅠㅠ♡	행복
강하늘 사람이 참 선해보여..	행복
 금번사태에 많은 걱정 감사드립니다	행복
축하합니다.	행복
부커티에게 이 영광을 바칩니다.	행복
가사를 보면 센스가 돋보임	행복
 삼고초려 끝에 오케이해준 에릭 진짜ㅜㅜㅜㅜㅜ 완전 좋다!!	행복
 집회에 참가하신 모든 분들께 죄송하고 감사합니다.	행복
 한때 구설수도많았지만 두분 정말 응원합니다.	행복
젊은 보수들 강연하는데 보니 아주 똑소리 나더라..	행복
연기들이 개쩔어요	행복
찬헌아 첫승 축하해 ㅎㅎ	행복
MC민지 올해 열일 한거 팬들이면 다알지요!!	행복
엠비씨 사랑합니다♡♡♡♡꺄	행복
와..대단하다.	행복
 딱히 팬도 아니고 좋아했던 사람도 아니지만용서라는 프로그램 봤을때 진심이 느껴졌고 어머님한테 잘하시길 바랍니다	행복
오우!!! 대다나다!1	행복
5년연속우승의 주역들...	행복
어제 다녀왔는데 진짜 서로 나서서 쓰레기 치우는모습 너무 감동이었습니다	행복
 설아 수아 대박이 너무 귀여워 ㅋㅋㅋㅋㅋㅋㅋ	행복
우리 국민들의 위대함에 가슴 벅찹니다!	행복
고객들에게 빨리 배송하기위해 고생하는 택배기사님들 정말 고마운분들이다	행복
배역이 너무 사랑스러웠다	행복
오래된 회차들도 다 기억이나네.	행복
 지금까지 노력해 줘서 고마워요.	행복
 진짜 주원은 여러모로 참 생각있는 배우인거같네..	행복
 시민들이 지치지 않고 계속 싸우면 이룰 수도 있지 않을까 싶기도 하는 희망이 조금은 보이는 것 같다 요즘은	행복
우리나라는 유저가 대단한거지..	행복
이런 훈훈한 기사...	행복
 정식음반은 아니지만ost참여 한다니 넘나 좋네요	행복
 현재 영국은 축제의 장입니다.	행복
무도가 참 좋은일 많이하네..	행복
무도 진자 대단하다	행복
 진짜 훈훈하다	행복
넘 이쁘구만요~~♡	행복
대박드라마 할말이없다...	행복
 오늘은 하늘이 맑아 감사한 하루.	행복
고생 많으셨습니다~~	행복
두분 영화 기대되네요~^^	행복
촛불이.. 별빛보다 아름답네..	행복
이런분들이 많아야대한민국이 삽니다~	행복
" 북한이 핵포기하면 사드를 철거하는 방향으로 아., 멋져"	행복
와 투수 정말 잘하더라..	행복
염병하는 것들 잡는 대한민국 어머니들!	행복
메시는 역사를 쓰는구나	행복
특검 진짜 열일한다	행복
연기가 진짜 예술이었어요	행복
 흥행과 상관없이 손예진 연기는 최고였다	행복
ㅋ 대통령이 가방 들때 부터 웃겼다.	행복
 멋지다ㅜㅜㅜㅠㅜㅡ	행복
윤계상 연기가 점점 훌륭?멋집니다?	행복
태극기 물결이 감격입니다.	행복
신화창조가 이렇게 대단합니다 ^^	행복
공유님 보는 낙에 사는 1인	행복
내가 화장한 얼굴보다 훨씬 몇천배는 이쁘더라..ㄹㅇ하얗고 피부 좋아ㅠㅠㅠ너무 이뻐	행복
 김은숙작가때문에 도깨비를 봤는데 정말 공유 멋내지 않으면서도 슬픔과 기쁨을 표현하더라.	행복
훌륭한 판사님 이십니다.	행복
둘다 연기 잘해용~~^^♡	행복
이게 얼마나 감격스러운건데 ㅠㅠ	행복
털많은 귀여운애라 그래도 이쁘고 귀엽지 ㅋㅋㅋㅋㅋ	행복
정말 감동했음..0	행복
수술이 끝나고 면회를 갔는데제 손을 꼭꼭 잡아주셨어요..	행복
아침에 영어유치원으로 등원하는 아이들 모습~진짜 귀엽죠?	행복
 캬 멋지다	행복
괜히 몸매 종결자가 아니네요	행복
 몸매가 약간 탄력이있으면서 슬림한게 스펙이 대단하네요..	행복
아주안된다고하면 진짜방법없는거지만서도여튼 오늘하루종일 고마워..	행복
진심으로 고마워^^	행복
신민아 요즘 너무 예뻐서 신민아 나오는영화 다봤는데 존내 예쁘네 ㅠㅠ0	행복
" ""제겐, 또 하나의 영감을 얻는 시간 이었어요."	행복
혹해서 한번 사봤네요ㅋㅋㅋ	행복
"여러분, 늘 감사합니다."	행복
 예뻐졌다	행복
 방향이 같고 야자도 같이 해서저 잘 챙겨줘요	행복
아안녕하세요 ^.^	행복
 아 계란프라이 해서 같이먹어야징~야무지게먹어야지~0	행복
저에게 메일 주신 모든 분들 응원할게요!	행복
나도 니네 너무너무너무 궁금해다들 너무 대단해서!	행복
"얼굴도 모르는 사람의 글에 답변달아주신 형님,누나,동생분들 고맙고 항상  복 받으세요..."	행복
언제나 즐거움과 가벼움?을 가져주었던 무한도전이  오늘은 참 감동+을 주어서 더욱 좋았던거 같아요..ㅠㅠ	행복
    연아 선수는 역시 최고 입니다 ㅋㅋㅋ	행복
 세븐틴이 월드투어를 한다니 그 동안 정말 많이 성장한 것 같아서 캐럿으로서 뿌듯하고 자랑스러워요	행복
정말  대단하세요.	행복
 크리스마스브이앱은 역대급 꿀잼이였다????	행복
 오늘아침부터 도쿄사진보내주는 오빠야 맘씨에 감동했구-♡	행복
그래도 너무 멋지드라아라앙♡	행복
왜냐면 우리들이 믿는만큼 오빠도 스스로를 믿으실테니까요.	행복
아 오늘 연아 선수 넘 멋있었어여..	행복
  선수들중에서 제일 가슴에 남고 최고의 연기를 선보였던 연아언니..!!	행복
수능을 잘 보든 못보든 막냉이 정한이오빠 애기 찬오빠가 성인이 다 되어가니 감격..	행복
연아 선수때문에 정말 감동적인 며칠을 보냈어요	행복
좋은 음악 만들어주고 불러줘서 고마워 ♥	행복
 정말 잘생겻더라구여...	행복
 수비도 그렇게 흠 잡을 데는 없는 것 같고뱅규형 짱 !!!	행복
무 적 엘 지 캐 넌 히 터 김 재 현 !	행복
연아양 정말 너무나 아름답고 가슴 뭉클하고 ....	행복
 트윗 지금 봤는데 넘 예뻐..	행복
 진짜 보컬팀 어제 라이브 레전드 였어요!!	행복
 넘 감격적이었구여...	행복
음식의 맛은 물론음식에 들어있는 히스토리까지알려 주시는 선생님의 박식 하심!!	행복
 깜깜한 암흑의 공간인줄 알았는데 빛나는 수많은 별들이 반짝거리고 있더라고요.	행복
 오빠가 있었던 곳이라니..ㅠㅠ	행복
이번에 정말 수고햇어욤 ㅎㅎ	행복
넘 멋진 우리의 LG 선수...	행복
  너무너무너무너무너무너무 이쁘셨다는말밖에는..ㅠㅠㅠㅠㅠㅠㅠㅠㅠ	행복
재현빠 화이팅!!!	행복
멋있다!!!!!	행복
어른스런 모습 언제나 자랑스러워요	행복
나날이 발전하는 너무 예쁜 연아양!	행복
제가 감히 생각해보건데 형의 장점은 ...우선 타격에서 그 타고난 감각으로 안타를 정말 잘 치는 것같아요...	행복
막판에 유느님 활약도 멋있었어요	행복
 트랙리스트 진짜ㅠㅠㅠㅠ	행복
예쁜 모습만 보여줘서 너무 고마워요!!!	행복
 저희 담임선생님이신데 운명인가봐요	행복
재밌게 잘 보고 있습니다.	행복
  힘들때마다 전세계의 수많은 팬들이 뒤에서 지지하고 기다리고 있다는거 생각하면서  잘 견뎌내줬으면 좋겠어요.	행복
"역대 최고 점수, 쇼트 1위.."	행복
박수를 보냅니다..	행복
 빨리 보고싶어요!!!	행복
많은 것을 느끼게 해주는 글이랍니다..	행복
  갈수록 예뻐지는 언니가 무지 부러워요.	행복
남친이 항상 내가 첫사랑이자 끝사랑이라고 늘 노래를 불렀음 ㅋㅋ	행복
오늘?공개한 1차 모션 포스터를 보니이건 꼭 봐야한다는 사명감이 든다ㅠㅠ	행복
요즘은 호기심이 워낙 많아 그런지 물티슈만 쥐어줘도 정말 잘노네요 ㅋㅋ	행복
많이 배우고 존경합니다.	행복
 피겨 스케이트를 처음 봤음에도 불구하고 참 아름다워 보였어요.	행복
 남을 배려하는 재석오빠의 따뜻한 마음에..	행복
 마지막에 울컥할뻔ㅠㅠ	행복
은퇴를 생각해야 하는 나이가가까와오는 이땅의 가장들에게늘 희망을 주고 계심에 항상 감사드립니다	행복
"  동작 하나 하나가 예사롭지 않았고, 그와 같은 아름다운  동작을 표현하기위해선 수많은 반복된 연습을 했을게다."	행복
그리고 마음이 우러나오는 스케이트라고 연아양의 마음을 스케이트에서 느낄수 있다는게 신기하네요..	행복
